DATE & TIME, FORECAST WIND(MW),  ACTUAL WIND(MW), REGION
30 September 2022 00:00,913,1128,Ireland
30 September 2022 00:15,992,1193,Ireland
30 September 2022 00:30,1071,1231,Ireland
30 September 2022 00:45,1150,1309,Ireland
30 September 2022 01:00,1365,1398,Ireland
30 September 2022 01:15,1458,1505,Ireland
30 September 2022 01:30,1551,1564,Ireland
30 September 2022 01:45,1644,1600,Ireland
30 September 2022 02:00,1737,1721,Ireland
30 September 2022 02:15,1825,1781,Ireland
30 September 2022 02:30,1912,1808,Ireland
30 September 2022 02:45,2000,1896,Ireland
30 September 2022 03:00,2087,1981,Ireland
30 September 2022 03:15,2193,2055,Ireland
30 September 2022 03:30,2298,2176,Ireland
30 September 2022 03:45,2403,2090,Ireland
30 September 2022 04:00,2508,2116,Ireland
30 September 2022 04:15,2605,2183,Ireland
30 September 2022 04:30,2701,2211,Ireland
30 September 2022 04:45,2797,2203,Ireland
30 September 2022 05:00,2893,2292,Ireland
30 September 2022 05:15,2984,2400,Ireland
30 September 2022 05:30,3075,2432,Ireland
30 September 2022 05:45,3166,2496,Ireland
30 September 2022 06:00,3258,2537,Ireland
30 September 2022 06:15,3341,2531,Ireland
30 September 2022 06:30,3425,2591,Ireland
30 September 2022 06:45,3508,2711,Ireland
30 September 2022 07:00,3587,2802,Ireland
30 September 2022 07:15,3629,2951,Ireland
30 September 2022 07:30,3671,3045,Ireland
30 September 2022 07:45,3713,3103,Ireland
30 September 2022 08:00,3755,3151,Ireland
30 September 2022 08:15,3778,3261,Ireland
30 September 2022 08:30,3802,3171,Ireland
30 September 2022 08:45,3826,3140,Ireland
30 September 2022 09:00,3849,3152,Ireland
30 September 2022 09:15,3857,3183,Ireland
30 September 2022 09:30,3865,3162,Ireland
30 September 2022 09:45,3872,3168,Ireland
30 September 2022 10:00,3880,3136,Ireland
30 September 2022 10:15,3869,3160,Ireland
30 September 2022 10:30,3859,3198,Ireland
30 September 2022 10:45,3849,3215,Ireland
30 September 2022 11:00,3839,3169,Ireland
30 September 2022 11:15,3802,3176,Ireland
30 September 2022 11:30,3765,3136,Ireland
30 September 2022 11:45,3727,3100,Ireland
30 September 2022 12:00,3690,3031,Ireland
30 September 2022 12:15,3637,3002,Ireland
30 September 2022 12:30,3584,2980,Ireland
30 September 2022 12:45,3531,2923,Ireland
30 September 2022 13:00,3378,2970,Ireland
30 September 2022 13:15,3322,2896,Ireland
30 September 2022 13:30,3266,2872,Ireland
30 September 2022 13:45,3210,2772,Ireland
30 September 2022 14:00,3154,2785,Ireland
30 September 2022 14:15,3110,2699,Ireland
30 September 2022 14:30,3067,2661,Ireland
30 September 2022 14:45,3023,2728,Ireland
30 September 2022 15:00,2979,2653,Ireland
30 September 2022 15:15,2963,2708,Ireland
30 September 2022 15:30,2946,2718,Ireland
30 September 2022 15:45,2930,2774,Ireland
30 September 2022 16:00,2914,2813,Ireland
30 September 2022 16:15,2901,2819,Ireland
30 September 2022 16:30,2889,2761,Ireland
30 September 2022 16:45,2876,2568,Ireland
30 September 2022 17:00,2863,2493,Ireland
30 September 2022 17:15,2852,2491,Ireland
30 September 2022 17:30,2841,2543,Ireland
30 September 2022 17:45,2829,2603,Ireland
30 September 2022 18:00,2818,2561,Ireland
30 September 2022 18:15,2801,2481,Ireland
30 September 2022 18:30,2784,2449,Ireland
30 September 2022 18:45,2768,2393,Ireland
30 September 2022 19:00,2651,2499,Ireland
30 September 2022 19:15,2628,2508,Ireland
30 September 2022 19:30,2605,2585,Ireland
30 September 2022 19:45,2582,2648,Ireland
30 September 2022 20:00,2559,2620,Ireland
30 September 2022 20:15,2543,2575,Ireland
30 September 2022 20:30,2527,2583,Ireland
30 September 2022 20:45,2510,2589,Ireland
30 September 2022 21:00,2494,2515,Ireland
30 September 2022 21:15,2460,2593,Ireland
30 September 2022 21:30,2427,2571,Ireland
30 September 2022 21:45,2394,2396,Ireland
30 September 2022 22:00,2360,2342,Ireland
30 September 2022 22:15,2374,2331,Ireland
30 September 2022 22:30,2388,2401,Ireland
30 September 2022 22:45,2402,2284,Ireland
30 September 2022 23:00,2416,2244,Ireland
30 September 2022 23:15,2428,2164,Ireland
30 September 2022 23:30,2441,2130,Ireland
30 September 2022 23:45,2454,2037,Ireland
