DATE & TIME, FORECAST WIND(MW),  ACTUAL WIND(MW), REGION
28 September 2022 00:00,1075,905,Ireland
28 September 2022 00:15,1082,872,Ireland
28 September 2022 00:30,1088,901,Ireland
28 September 2022 00:45,1095,856,Ireland
28 September 2022 01:00,1318,829,Ireland
28 September 2022 01:15,1307,774,Ireland
28 September 2022 01:30,1297,781,Ireland
28 September 2022 01:45,1286,803,Ireland
28 September 2022 02:00,1275,800,Ireland
28 September 2022 02:15,1270,873,Ireland
28 September 2022 02:30,1264,873,Ireland
28 September 2022 02:45,1258,928,Ireland
28 September 2022 03:00,1252,936,Ireland
28 September 2022 03:15,1243,902,Ireland
28 September 2022 03:30,1234,978,Ireland
28 September 2022 03:45,1225,990,Ireland
28 September 2022 04:00,1216,1028,Ireland
28 September 2022 04:15,1218,1033,Ireland
28 September 2022 04:30,1220,1011,Ireland
28 September 2022 04:45,1222,1056,Ireland
28 September 2022 05:00,1224,1071,Ireland
28 September 2022 05:15,1217,1121,Ireland
28 September 2022 05:30,1211,1097,Ireland
28 September 2022 05:45,1205,1090,Ireland
28 September 2022 06:00,1198,1137,Ireland
28 September 2022 06:15,1209,1144,Ireland
28 September 2022 06:30,1219,1172,Ireland
28 September 2022 06:45,1229,1178,Ireland
28 September 2022 07:00,1293,1177,Ireland
28 September 2022 07:15,1292,1160,Ireland
28 September 2022 07:30,1291,1142,Ireland
28 September 2022 07:45,1290,1149,Ireland
28 September 2022 08:00,1289,1143,Ireland
28 September 2022 08:15,1275,1112,Ireland
28 September 2022 08:30,1261,1047,Ireland
28 September 2022 08:45,1247,1041,Ireland
28 September 2022 09:00,1233,1046,Ireland
28 September 2022 09:15,1236,978,Ireland
28 September 2022 09:30,1239,946,Ireland
28 September 2022 09:45,1242,944,Ireland
28 September 2022 10:00,1244,981,Ireland
28 September 2022 10:15,1294,940,Ireland
28 September 2022 10:30,1343,932,Ireland
28 September 2022 10:45,1392,1016,Ireland
28 September 2022 11:00,1442,1013,Ireland
28 September 2022 11:15,1465,1019,Ireland
28 September 2022 11:30,1489,1069,Ireland
28 September 2022 11:45,1512,1092,Ireland
28 September 2022 12:00,1536,1124,Ireland
28 September 2022 12:15,1530,1200,Ireland
28 September 2022 12:30,1524,1212,Ireland
28 September 2022 12:45,1518,1256,Ireland
28 September 2022 13:00,1520,1232,Ireland
28 September 2022 13:15,1521,1341,Ireland
28 September 2022 13:30,1521,1315,Ireland
28 September 2022 13:45,1522,1273,Ireland
28 September 2022 14:00,1522,1330,Ireland
28 September 2022 14:15,1545,1401,Ireland
28 September 2022 14:30,1569,1413,Ireland
28 September 2022 14:45,1592,1421,Ireland
28 September 2022 15:00,1616,1423,Ireland
28 September 2022 15:15,1606,1528,Ireland
28 September 2022 15:30,1596,1470,Ireland
28 September 2022 15:45,1586,1595,Ireland
28 September 2022 16:00,1576,1578,Ireland
28 September 2022 16:15,1558,1579,Ireland
28 September 2022 16:30,1541,1525,Ireland
28 September 2022 16:45,1524,1483,Ireland
28 September 2022 17:00,1506,1514,Ireland
28 September 2022 17:15,1484,1582,Ireland
28 September 2022 17:30,1461,1463,Ireland
28 September 2022 17:45,1439,1355,Ireland
28 September 2022 18:00,1416,1283,Ireland
28 September 2022 18:15,1385,1222,Ireland
28 September 2022 18:30,1353,1137,Ireland
28 September 2022 18:45,1322,1140,Ireland
28 September 2022 19:00,1435,1100,Ireland
28 September 2022 19:15,1384,1106,Ireland
28 September 2022 19:30,1332,1150,Ireland
28 September 2022 19:45,1280,1184,Ireland
28 September 2022 20:00,1228,1162,Ireland
28 September 2022 20:15,1205,1216,Ireland
28 September 2022 20:30,1182,1147,Ireland
28 September 2022 20:45,1158,1212,Ireland
28 September 2022 21:00,1135,1230,Ireland
28 September 2022 21:15,1114,1251,Ireland
28 September 2022 21:30,1094,1146,Ireland
28 September 2022 21:45,1073,1122,Ireland
28 September 2022 22:00,1052,1099,Ireland
28 September 2022 22:15,1043,1124,Ireland
28 September 2022 22:30,1033,1149,Ireland
28 September 2022 22:45,1024,1125,Ireland
28 September 2022 23:00,1014,1151,Ireland
28 September 2022 23:15,1000,1127,Ireland
28 September 2022 23:30,986,1089,Ireland
28 September 2022 23:45,972,1071,Ireland
