DATE & TIME, FORECAST WIND(MW),  ACTUAL WIND(MW), REGION
23 September 2022 00:00,286,300,Ireland
23 September 2022 00:15,287,303,Ireland
23 September 2022 00:30,289,291,Ireland
23 September 2022 00:45,291,295,Ireland
23 September 2022 01:00,301,277,Ireland
23 September 2022 01:15,294,265,Ireland
23 September 2022 01:30,288,262,Ireland
23 September 2022 01:45,281,269,Ireland
23 September 2022 02:00,274,261,Ireland
23 September 2022 02:15,274,236,Ireland
23 September 2022 02:30,274,233,Ireland
23 September 2022 02:45,274,244,Ireland
23 September 2022 03:00,274,243,Ireland
23 September 2022 03:15,272,252,Ireland
23 September 2022 03:30,269,241,Ireland
23 September 2022 03:45,267,245,Ireland
23 September 2022 04:00,265,237,Ireland
23 September 2022 04:15,259,226,Ireland
23 September 2022 04:30,253,237,Ireland
23 September 2022 04:45,247,241,Ireland
23 September 2022 05:00,241,235,Ireland
23 September 2022 05:15,236,228,Ireland
23 September 2022 05:30,232,223,Ireland
23 September 2022 05:45,227,202,Ireland
23 September 2022 06:00,222,211,Ireland
23 September 2022 06:15,224,216,Ireland
23 September 2022 06:30,226,216,Ireland
23 September 2022 06:45,228,220,Ireland
23 September 2022 07:00,229,234,Ireland
23 September 2022 07:15,226,253,Ireland
23 September 2022 07:30,224,218,Ireland
23 September 2022 07:45,221,205,Ireland
23 September 2022 08:00,219,215,Ireland
23 September 2022 08:15,227,226,Ireland
23 September 2022 08:30,236,239,Ireland
23 September 2022 08:45,244,201,Ireland
23 September 2022 09:00,253,198,Ireland
23 September 2022 09:15,258,185,Ireland
23 September 2022 09:30,263,155,Ireland
23 September 2022 09:45,268,117,Ireland
23 September 2022 10:00,273,125,Ireland
23 September 2022 10:15,287,118,Ireland
23 September 2022 10:30,302,139,Ireland
23 September 2022 10:45,316,165,Ireland
23 September 2022 11:00,330,222,Ireland
23 September 2022 11:15,344,220,Ireland
23 September 2022 11:30,358,259,Ireland
23 September 2022 11:45,372,269,Ireland
23 September 2022 12:00,386,300,Ireland
23 September 2022 12:15,401,353,Ireland
23 September 2022 12:30,416,402,Ireland
23 September 2022 12:45,431,415,Ireland
23 September 2022 13:00,481,523,Ireland
23 September 2022 13:15,507,515,Ireland
23 September 2022 13:30,532,537,Ireland
23 September 2022 13:45,558,606,Ireland
23 September 2022 14:00,584,715,Ireland
23 September 2022 14:15,605,815,Ireland
23 September 2022 14:30,625,878,Ireland
23 September 2022 14:45,646,881,Ireland
23 September 2022 15:00,667,984,Ireland
23 September 2022 15:15,711,1018,Ireland
23 September 2022 15:30,755,1086,Ireland
23 September 2022 15:45,799,1079,Ireland
23 September 2022 16:00,844,1037,Ireland
23 September 2022 16:15,900,1100,Ireland
23 September 2022 16:30,957,1115,Ireland
23 September 2022 16:45,1014,1124,Ireland
23 September 2022 17:00,1076,1136,Ireland
23 September 2022 17:15,1083,1180,Ireland
23 September 2022 17:30,1090,1206,Ireland
23 September 2022 17:45,1097,1178,Ireland
23 September 2022 18:00,1104,1146,Ireland
23 September 2022 18:15,1066,1018,Ireland
23 September 2022 18:30,1028,911,Ireland
23 September 2022 18:45,990,859,Ireland
23 September 2022 19:00,932,882,Ireland
23 September 2022 19:15,907,851,Ireland
23 September 2022 19:30,882,832,Ireland
23 September 2022 19:45,857,849,Ireland
23 September 2022 20:00,833,844,Ireland
23 September 2022 20:15,809,843,Ireland
23 September 2022 20:30,785,853,Ireland
23 September 2022 20:45,761,826,Ireland
23 September 2022 21:00,737,798,Ireland
23 September 2022 21:15,721,729,Ireland
23 September 2022 21:30,706,717,Ireland
23 September 2022 21:45,690,698,Ireland
23 September 2022 22:00,674,661,Ireland
23 September 2022 22:15,648,639,Ireland
23 September 2022 22:30,622,641,Ireland
23 September 2022 22:45,596,625,Ireland
23 September 2022 23:00,571,625,Ireland
23 September 2022 23:15,569,600,Ireland
23 September 2022 23:30,568,590,Ireland
23 September 2022 23:45,567,555,Ireland
