DATE & TIME, FORECAST WIND(MW),  ACTUAL WIND(MW), REGION
25 September 2022 00:00,504,467,Ireland
25 September 2022 00:15,491,432,Ireland
25 September 2022 00:30,479,386,Ireland
25 September 2022 00:45,466,324,Ireland
25 September 2022 01:00,405,284,Ireland
25 September 2022 01:15,379,277,Ireland
25 September 2022 01:30,353,271,Ireland
25 September 2022 01:45,327,287,Ireland
25 September 2022 02:00,302,268,Ireland
25 September 2022 02:15,309,240,Ireland
25 September 2022 02:30,316,229,Ireland
25 September 2022 02:45,323,220,Ireland
25 September 2022 03:00,330,219,Ireland
25 September 2022 03:15,334,212,Ireland
25 September 2022 03:30,337,184,Ireland
25 September 2022 03:45,341,186,Ireland
25 September 2022 04:00,344,188,Ireland
25 September 2022 04:15,332,186,Ireland
25 September 2022 04:30,320,163,Ireland
25 September 2022 04:45,307,163,Ireland
25 September 2022 05:00,295,163,Ireland
25 September 2022 05:15,287,141,Ireland
25 September 2022 05:30,279,150,Ireland
25 September 2022 05:45,271,157,Ireland
25 September 2022 06:00,263,169,Ireland
25 September 2022 06:15,258,190,Ireland
25 September 2022 06:30,253,218,Ireland
25 September 2022 06:45,248,231,Ireland
25 September 2022 07:00,217,228,Ireland
25 September 2022 07:15,225,209,Ireland
25 September 2022 07:30,233,223,Ireland
25 September 2022 07:45,241,216,Ireland
25 September 2022 08:00,250,232,Ireland
25 September 2022 08:15,254,232,Ireland
25 September 2022 08:30,259,246,Ireland
25 September 2022 08:45,264,237,Ireland
25 September 2022 09:00,269,237,Ireland
25 September 2022 09:15,284,243,Ireland
25 September 2022 09:30,300,252,Ireland
25 September 2022 09:45,315,273,Ireland
25 September 2022 10:00,330,261,Ireland
25 September 2022 10:15,364,277,Ireland
25 September 2022 10:30,397,288,Ireland
25 September 2022 10:45,431,316,Ireland
25 September 2022 11:00,464,346,Ireland
25 September 2022 11:15,508,438,Ireland
25 September 2022 11:30,552,489,Ireland
25 September 2022 11:45,596,566,Ireland
25 September 2022 12:00,640,602,Ireland
25 September 2022 12:15,691,730,Ireland
25 September 2022 12:30,742,753,Ireland
25 September 2022 12:45,793,832,Ireland
25 September 2022 13:00,888,928,Ireland
25 September 2022 13:15,959,998,Ireland
25 September 2022 13:30,1030,974,Ireland
25 September 2022 13:45,1101,999,Ireland
25 September 2022 14:00,1172,997,Ireland
25 September 2022 14:15,1214,1043,Ireland
25 September 2022 14:30,1256,1086,Ireland
25 September 2022 14:45,1298,1217,Ireland
25 September 2022 15:00,1341,1297,Ireland
25 September 2022 15:15,1372,1310,Ireland
25 September 2022 15:30,1402,1375,Ireland
25 September 2022 15:45,1433,1412,Ireland
25 September 2022 16:00,1464,1446,Ireland
25 September 2022 16:15,1510,1441,Ireland
25 September 2022 16:30,1556,1563,Ireland
25 September 2022 16:45,1603,1602,Ireland
25 September 2022 17:00,1649,1713,Ireland
25 September 2022 17:15,1709,1665,Ireland
25 September 2022 17:30,1768,1768,Ireland
25 September 2022 17:45,1828,1812,Ireland
25 September 2022 18:00,1887,1811,Ireland
25 September 2022 18:15,1951,1856,Ireland
25 September 2022 18:30,2016,1911,Ireland
25 September 2022 18:45,2080,1927,Ireland
25 September 2022 19:00,2030,2038,Ireland
25 September 2022 19:15,2056,2155,Ireland
25 September 2022 19:30,2082,2187,Ireland
25 September 2022 19:45,2108,2181,Ireland
25 September 2022 20:00,2134,2262,Ireland
25 September 2022 20:15,2171,2320,Ireland
25 September 2022 20:30,2208,2381,Ireland
25 September 2022 20:45,2245,2379,Ireland
25 September 2022 21:00,2283,2506,Ireland
25 September 2022 21:15,2355,2502,Ireland
25 September 2022 21:30,2428,2474,Ireland
25 September 2022 21:45,2501,2369,Ireland
25 September 2022 22:00,2574,2191,Ireland
25 September 2022 22:15,2651,2089,Ireland
25 September 2022 22:30,2728,2067,Ireland
25 September 2022 22:45,2804,1939,Ireland
25 September 2022 23:00,2881,1883,Ireland
25 September 2022 23:15,2912,1944,Ireland
25 September 2022 23:30,2944,2005,Ireland
25 September 2022 23:45,2975,2041,Ireland
