DATE & TIME, FORECAST WIND(MW),  ACTUAL WIND(MW), REGION
24 September 2022 00:00,565,524,Ireland
24 September 2022 00:15,559,501,Ireland
24 September 2022 00:30,554,517,Ireland
24 September 2022 00:45,548,512,Ireland
24 September 2022 01:00,578,500,Ireland
24 September 2022 01:15,568,499,Ireland
24 September 2022 01:30,559,529,Ireland
24 September 2022 01:45,550,508,Ireland
24 September 2022 02:00,541,503,Ireland
24 September 2022 02:15,534,534,Ireland
24 September 2022 02:30,527,559,Ireland
24 September 2022 02:45,521,580,Ireland
24 September 2022 03:00,514,602,Ireland
24 September 2022 03:15,516,593,Ireland
24 September 2022 03:30,517,612,Ireland
24 September 2022 03:45,519,635,Ireland
24 September 2022 04:00,521,681,Ireland
24 September 2022 04:15,524,683,Ireland
24 September 2022 04:30,528,664,Ireland
24 September 2022 04:45,531,688,Ireland
24 September 2022 05:00,534,685,Ireland
24 September 2022 05:15,539,662,Ireland
24 September 2022 05:30,543,659,Ireland
24 September 2022 05:45,547,696,Ireland
24 September 2022 06:00,551,684,Ireland
24 September 2022 06:15,552,697,Ireland
24 September 2022 06:30,553,709,Ireland
24 September 2022 06:45,554,693,Ireland
24 September 2022 07:00,654,720,Ireland
24 September 2022 07:15,667,785,Ireland
24 September 2022 07:30,681,813,Ireland
24 September 2022 07:45,694,841,Ireland
24 September 2022 08:00,708,854,Ireland
24 September 2022 08:15,717,852,Ireland
24 September 2022 08:30,726,865,Ireland
24 September 2022 08:45,735,806,Ireland
24 September 2022 09:00,744,734,Ireland
24 September 2022 09:15,732,716,Ireland
24 September 2022 09:30,721,712,Ireland
24 September 2022 09:45,709,733,Ireland
24 September 2022 10:00,698,735,Ireland
24 September 2022 10:15,702,752,Ireland
24 September 2022 10:30,707,784,Ireland
24 September 2022 10:45,711,900,Ireland
24 September 2022 11:00,715,994,Ireland
24 September 2022 11:15,724,1003,Ireland
24 September 2022 11:30,732,1017,Ireland
24 September 2022 11:45,741,1033,Ireland
24 September 2022 12:00,749,1033,Ireland
24 September 2022 12:15,762,1048,Ireland
24 September 2022 12:30,775,1098,Ireland
24 September 2022 12:45,787,1015,Ireland
24 September 2022 13:00,1084,992,Ireland
24 September 2022 13:15,1078,1013,Ireland
24 September 2022 13:30,1072,1006,Ireland
24 September 2022 13:45,1067,989,Ireland
24 September 2022 14:00,1061,911,Ireland
24 September 2022 14:15,1047,962,Ireland
24 September 2022 14:30,1034,978,Ireland
24 September 2022 14:45,1020,992,Ireland
24 September 2022 15:00,1006,1114,Ireland
24 September 2022 15:15,1012,1104,Ireland
24 September 2022 15:30,1018,1114,Ireland
24 September 2022 15:45,1024,1135,Ireland
24 September 2022 16:00,1030,1091,Ireland
24 September 2022 16:15,1016,1112,Ireland
24 September 2022 16:30,1003,1110,Ireland
24 September 2022 16:45,990,1149,Ireland
24 September 2022 17:00,976,1072,Ireland
24 September 2022 17:15,942,1022,Ireland
24 September 2022 17:30,907,1022,Ireland
24 September 2022 17:45,872,995,Ireland
24 September 2022 18:00,838,959,Ireland
24 September 2022 18:15,826,865,Ireland
24 September 2022 18:30,814,831,Ireland
24 September 2022 18:45,803,787,Ireland
24 September 2022 19:00,839,817,Ireland
24 September 2022 19:15,815,779,Ireland
24 September 2022 19:30,791,765,Ireland
24 September 2022 19:45,767,777,Ireland
24 September 2022 20:00,743,792,Ireland
24 September 2022 20:15,740,800,Ireland
24 September 2022 20:30,737,782,Ireland
24 September 2022 20:45,734,740,Ireland
24 September 2022 21:00,731,701,Ireland
24 September 2022 21:15,721,656,Ireland
24 September 2022 21:30,711,586,Ireland
24 September 2022 21:45,701,563,Ireland
24 September 2022 22:00,691,565,Ireland
24 September 2022 22:15,676,514,Ireland
24 September 2022 22:30,660,513,Ireland
24 September 2022 22:45,645,510,Ireland
24 September 2022 23:00,630,509,Ireland
24 September 2022 23:15,599,519,Ireland
24 September 2022 23:30,567,503,Ireland
24 September 2022 23:45,536,498,Ireland
